city,state_abbr,zip,status,access,network,latitude,longitude,id_number,owner,fed_agency_type,fed_agency_name,ev_connector_types
Hamilton,NY,13346,E,Public,ChargePoint Network,42.817555,-75.5392648,61823,,,,J1772
Davis,CA,95616,E,Public,,38.5520178,-121.7404759,64504,LG,,,J1772
Houston,TX,77017,E,Public,Blink Network,29.688141,-95.276637,41290,,,,J1772
Lakewood,CO,80226,E,Public,ChargePoint Network,39.7090037,-105.0805415,67681,,,,J1772
Sandy,UT,84070,E,Private,,40.554688,-111.894265,45795,P,,,J1772
Los Angeles,CA,90067,E,Public,ChargePoint Network,34.0516665,-118.4123228,60245,,,,J1772
East Hartford,CT,6108,E,Public,,41.78392,-72.6047,50808,P,,,J1772
Bowling Green,OH,43402,E,Public,,41.3739884,-83.648724,49046,P,,,J1772
Philadelphia,PA,19103,E,Public,Blink Network,39.953094,-75.172447,74905,,,,J1772
Houston,TX,77002,E,Public,Blink Network,29.759035,-95.37,41284,,,,J1772
Carlsbad,CA,92011,E,Public - Card key at all times,eVgo Network,33.12155533,-117.3186874,69536,,,,CHADEMO
Little Rock,AR,72210,E,Public,ChargePoint Network,34.7145607,-92.4044636,73529,,,,J1772
Los Angeles,CA,90021,E,Public,ChargePoint Network,34.033834,-118.228726,72437,,,,J1772
Rockville,MD,20852,E,Private,Blink Network,39.041786,-77.111975,47705,,,,J1772
Omak,WA,98841,E,Public,,48.4212278,-119.5052719,60005,P,,,J1772
Boca Raton,FL,33432,E,Public,Tesla,26.3397811,-80.0710177,68459,P,,,TESLA
Ewing,NJ,8628,E,Public,,40.27801132,-74.82046509,36368,P,,,NEMA520
Honolulu,HI,96825,E,Public,,21.278614,-157.705334,51526,P,,,J1772
Kennesaw,GA,30144,E,Private,,34.009954,-84.57675,48383,P,,,J1772
Kingston,NY,12401,E,Public,ChargePoint Network,41.9310811,-74.0105885,68774,,,,J1772
Santa Clara,CA,95054,E,Private,GE WattStation,37.3880087,-121.9648947,72754,,,,J1772
College Station,TX,77843,E,Public - Card key at all times,eVgo Network,30.61281586,-96.33863831,73538,,,,J1772
Port Angeles,WA,98362,E,Public,Tesla,48.1149208,-123.2683981,71778,P,,,TESLA
Celebration,FL,34747,E,Public,ChargePoint Network,28.3316455,-81.5376284,73961,,,,J1772
Pittsburgh,PA,15219,E,Public,ChargePoint Network,40.441505,-79.9951949,56043,,,,J1772
Vancouver,WA,98685,E,Public,Blink Network,45.720603,-122.663135,49767,,,,CHADEMO J1772
Newark,DE,19725,E,Public,Tesla,39.6621876,-75.6911386,52652,P,,,TESLA
Jamestown,CA,95327,E,Public,Tesla,37.8387671,-120.2307157,74940,P,,,TESLA
Los Angeles,CA,90012,E,Private,,34.058696,-118.230483,63054,LG,,,J1772
Amherst,NY,14228,E,Public,ChargePoint Network,43.0394249,-78.8209183,53108,,,,J1772
New Brunswick,NJ,8901,E,Public,,40.4980374,-74.4453778,65670,P,,,NEMA515 J1772
Richfield,MN,55423,E,Public - Call ahead,,44.8628848,-93.2852207,52566,P,,,J1772
Vail,CO,81657,P,PLANNED - not yet accessible (Public),,39.6439645,-106.3798249,70732,LG,,,J1772
Lawrence,KS,66047,E,Private,,38.9302918,-95.2621851,47166,P,,,J1772
Murfreesboro,TN,37128,E,Private,,35.843255,-86.446727,43764,P,,,J1772
Kaneohe,HI,96744,E,Public,OpConnect,21.4081617,-157.8123418,74470,P,,,J1772
Anaheim,CA,92804,E,Public,ChargePoint Network,33.8029454,-117.9437186,44407,,,,J1772
Sisters,OR,97759,E,Public,AeroVironment Network,44.2977767,-121.5619605,73410,,,,J1772 CHADEMO
Tucson,AZ,85741,E,Public,Blink Network,32.335613,-111.045725,70678,,,,J1772
Ontario,CA,91761,E,Public,,34.0616,-117.5935,49131,LG,,,J1772
Orange,CT,6477,E,Public - Credit card at all times,Tesla,41.264627,-73.004808,73858,P,,,J1772 TESLA
Richmond,CA,94806,E,Public,ChargePoint Network,37.9807691,-122.3283472,42665,,,,J1772
San Diego,CA,92127,E,Public,Blink Network,33.020996,-117.113549,73474,,,,J1772
Jersey City,NJ,7302,E,Public,ChargePoint Network,40.7212965,-74.0401627,64448,,,,J1772
Rifle,CO,81650,E,Public,,39.5202102,-107.7345675,62049,P,,,J1772
Riverhead,NY,11901,E,Private,,40.924952,-72.7056999,44187,P,,,J1772
Sacramento,CA,95833,E,Public,ChargePoint Network,38.6219702,-121.5211045,53679,,,,NEMA520 J1772
Solvang,CA,93463,E,Public,ChargePoint Network,34.5957527,-120.1434555,43502,,,,J1772
Puyallup,WA,98371,E,Private,,47.2071047,-122.2958044,44150,P,,,J1772
San Diego,CA,92110,E,Public - Card key at all times,SemaCharge Network,32.749527,-117.206945,43823,,,,J1772
Lynnfield,MA,1940,E,Private,,42.5101363,-71.0092109,45895,P,,,J1772
Scottsdale,AZ,85260,E,Public,Blink Network,33.623098,-111.916587,71594,,,,J1772
Greenville,SC,29601,E,Public,,34.8530379,-82.3953179,38307,LG,,,J1772
Los Angeles,CA,90056,E,Public,Blink Network,33.98863,-118.367455,54597,,,,J1772
Cannon Beach,OR,97145,E,Public - Call ahead,Tesla,45.8710855,-123.9608888,67266,P,,,TESLA J1772
Towson,MD,21252,E,Public,ChargePoint Network,39.390911,-76.6076425,51985,,,,NEMA520 J1772
Stevens Point,WI,54481,E,Public,,44.502289,-89.565877,71633,P,,,NEMA520
New York,NY,10019,E,Public,Tesla,40.7647479,-73.9827276,74419,P,,,TESLA
Los Angeles,CA,90056,E,Public,Blink Network,33.988971,-118.363664,51216,,,,J1772
Newport Beach,CA,92660,E,Public,ChargePoint Network,33.6152848,-117.8714831,61221,,,,J1772
Dyer,IN,46311,E,Public,,41.492057,-87.522819,38774,LG,,,NEMA520 J1772
Aurora,CO,80013,E,Public - Card key at all times,SemaCharge Network,39.675265,-104.8091759,43509,,,,J1772
Sparta,WI,54656,E,Public,,43.940289,-90.78625,65046,P,,,NEMA520
Clermont,FL,34711,E,Private,,28.547513,-81.689351,70467,P,,,J1772
Belmont,CA,94002,E,Public - Call ahead,Greenlots,37.5335013,-122.2723743,62980,P,,,J1772COMBO CHADEMO
San Jose,CA,95113,E,Public,ChargePoint Network,37.3338661,-121.8892746,49570,,,,J1772
Oak Brook,IL,60523,E,Private,,41.8516658,-87.9207354,73387,T,,,J1772
Salem,OR,97301,E,Public,Blink Network,44.9424308,-123.0432305,40902,,,,J1772
Corona,CA,92883,P,PLANNED - not yet accessible (Private),,33.818753,-117.50845,72350,P,,,J1772
Missoula,MT,59801,E,Public - Call ahead,,46.84559,-114.023313,49871,P,,,J1772
Downey,CA,90241,E,Private,,33.946204,-118.145718,47604,P,,,J1772
Huntersville,NC,28078,E,Public,ChargePoint Network,35.4137812,-80.8574579,73502,,,,J1772
Banning,CA,92220,E,Public,,33.925206,-116.899325,70671,P,,,CHADEMO
Davis,CA,95618,E,Public,ChargePoint Network,38.5539679,-121.6998843,51652,,,,J1772
Decatur,GA,30030,E,Public,ChargePoint Network,33.7671488,-84.2963069,72556,,,,CHADEMO J1772
Tulsa,OK,74133,E,Private,,36.021441,-95.8876779,47060,P,,,J1772
Chattagnooga,TN,37343,E,Public - Card key at all times,eVgo Network,35.14123917,-85.23007965,73883,,,,J1772COMBO
San Jose,CA,95138,E,Private,,37.2398049,-121.77585,71908,SG,,,J1772
Franklin,TN,37067,E,Private,,35.9569403,-86.8090886,47819,P,,,J1772
Lewisville,TX,75067,E,Public,Blink Network,33.024162,-96.989113,49483,,,,J1772
York,PA,17402,E,Public - Call ahead,,39.981561,-76.699133,47800,P,,,J1772
Lansing,MI,48933,E,Public,,42.7321122,-84.5626749,67316,SG,,,J1772
Marina del Rey,CA,90292,E,Public - Card key at all times,SemaCharge Network,33.9784671,-118.4595994,65690,,,,J1772
Grand Rapids,MI,49503,E,Public,ChargePoint Network,42.9638062,-85.6715012,42720,,,,NEMA520 J1772
Gladstone,OR,97027,E,Public - Call ahead,,45.3799237,-122.6042468,39832,P,,,J1772
Sunnyvale,CA,94089,E,Public - Card key at all times,eVgo Network,37.40335846,-122.0093613,69521,,,,J1772COMBO
Waltham,MA,2452,E,Public,ChargePoint Network,42.3889869,-71.2195601,68174,,,,J1772
Manahawkin,NJ,8050,E,Public - Call ahead,,39.700208,-74.272339,45686,P,,,J1772
Hartford,TN,37753,E,Public,Blink Network,35.816939,-83.145014,45068,,,,J1772
Orange,CA,92867,E,Public - Card key at all times,eVgo Network,33.80854416,-117.8652115,69596,,,,CHADEMO
Lansing,MI,48906,E,Public,ChargePoint Network,42.7510653,-84.5600745,40451,,,,J1772 NEMA520
West Baden Springs,IN,47469,E,Public,Tesla,38.5673308,-86.6184151,72109,P,,,TESLA J1772
Bellevue,WA,98004,E,Private,,47.63811493,-122.1882,49759,LG,,,J1772
Grass Valley,CA,95945,E,Public,ChargePoint Network,39.2357835,-121.046444,61490,,,,J1772
Oregon City,OR,97405,E,Public - Card key at all times,SemaCharge Network,45.336162,-122.591209,42953,,,,J1772
Dublin,CA,94568,E,Public,ChargePoint Network,37.7032887,-121.8772468,71957,,,,J1772
Fairfield,CT,6824,E,Public,,41.1247387,-73.2665157,73851,LG,,,J1772
Hampton Bays,NY,11946,E,Public,ChargePoint Network,40.8758682,-72.5386825,74565,,,,J1772COMBO
Tulsa,OK,74129,E,Public,,36.12136,-95.8839,49058,P,,,J1772
Hummels Wharf,PA,17831,E,Public - Call ahead,,40.836286,-76.834656,60910,P,,,J1772
Redmond,WA,98052,E,Private,,47.67584,-122.091467,38083,LG,,,J1772
Hutchinson,MN,55350,E,Public,,44.871014,-94.37622,42390,P,,,NEMA520
Chula Vista,CA,91911,E,Public - Card key at all times,SemaCharge Network,32.613528,-117.068816,43811,,,,J1772
Schenectady,NY,12305,E,Private,GE WattStation,42.8121531,-73.9409169,72907,,,,J1772
Wayzata,MN,55391,E,Public - Call ahead,,44.9719219,-93.4812781,70447,P,,,J1772 CHADEMO
St. Pete Beach,FL,33706,E,Public,,27.744,-82.7475,47674,T,,,J1772
Humboldt,TN,38343,E,Private,,35.8222071,-88.9075534,51546,P,,,J1772
Eugene,OR,97401,E,Public,,44.049726,-123.0814342,49060,P,,,NEMA520 J1772
Mesquite,TX,75150,E,Public - Card key at all times,eVgo Network,32.82942581,-96.62989807,69428,,,,CHADEMO
Lahaina,HI,96761,E,Public,ChargePoint Network,20.9158039,-156.6950836,48651,,,,J1772
Boston,MA,2128,E,Public,ChargePoint Network,42.3887335,-71.0101229,71603,,,,J1772
Shawnee,KS,66227,E,Public,,38.971248,-94.859986,47928,T,,,J1772
Newton,NC,28658,E,Public,Tesla,35.6629606,-81.2238773,72162,P,,,TESLA
East Danville,VT,5828,E,Public - Card key at all times,eVgo Network,44.41468811,-72.13282013,71227,,,,J1772COMBO
Quincy,MA,2169,E,Public,ChargePoint Network,42.2392068,-70.983317,50677,,,,NEMA520 J1772
New Haven,CT,6515,E,Public - Card key at all times,,41.3333254,-72.9502064,52902,P,,,J1772
Bisbee,AZ,85603,E,Public,Tesla,31.4413837,-109.9182447,72213,P,,,TESLA
Bellevue,NE,68005,E,Public,ChargePoint Network,41.1428428,-95.9131995,71662,,,,J1772
Palo Alto,CA,94301,E,Public,ChargePoint Network,37.4465103,-122.1621399,41993,,,,NEMA520 J1772
Niskayuna,NY,12309,E,Public,,42.8165908,-73.8898536,50854,P,,,J1772
St. Helena,CA,94574,E,Public - Call ahead,Tesla,38.5072308,-122.4287344,70269,P,,,TESLA
Santa Rosa,CA,95404,E,Public,ChargePoint Network,38.4377401,-122.711797,1546,,,,NEMA520 J1772
Goldsboro,NC,27530,E,Public - Call ahead,,35.399575,-78.015115,47000,P,,,J1772 CHADEMO
Edison,NJ,8837,E,Public,Tesla,40.547671,-74.3364339,63117,P,,,TESLA
San Diego,CA,92120,E,Public - Card key at all times,SemaCharge Network,32.7913395,-117.0951878,72535,,,,J1772
San Diego,CA,92101,E,Public,ChargePoint Network,32.7154026,-117.1580483,66763,,,,J1772
Elgin,IL,60120,E,Public - Call ahead,,42.0337742,-88.2552647,46819,P,,,J1772
Kapolei,HI,96707,E,Public,Blink Network,21.340984,-158.075564,51263,,,,J1772
Ithaca,NY,14850,E,Public,ChargePoint Network,42.438969,-76.502064,51294,,,,J1772
Helena,MT,59601,E,Public,Tesla,46.6115994,-112.020275,67737,P,,,TESLA J1772
Overland Park,KS,66210,E,Public,ChargePoint Network,38.9295216,-94.6886454,69918,,,,J1772
Fallon,NV,89406,E,Public,ChargePoint Network,39.4028461,-118.725293,66552,,,,NEMA520 J1772
Los Angeles,CA,90017,E,Public,Blink Network,34.04889,-118.259518,45238,,,,J1772
Austin,TX,78735,E,Public - Card key at all times,eVgo Network,30.23511887,-97.82009125,73337,,,,J1772
Jacksonville,FL,32246,E,Public,Greenlots,30.266824,-81.523261,64933,P,,,J1772COMBO CHADEMO
San Mateo,CA,94402,E,Private,ChargePoint Network,37.5622218,-122.3253799,60737,,,,J1772
Wellesley,MA,2481,E,Public,SemaCharge Network,42.3190557,-71.2350075,63689,,,,J1772
Newport News,VA,23608,E,Private,,37.151672,-76.531313,47564,P,,,J1772
Pleasanton,CA,94566,E,Public,,37.65831375,-121.878891,42372,LG,,,J1772
Richmond,VA,23238,E,Private,,37.62755585,-77.67361,49400,P,,,J1772
Braintree,MA,2184,E,Public,ChargePoint Network,42.227361,-71.0311872,71920,,,,J1772
Los Angeles,CA,90012,E,Private,,34.059664,-118.2318225,63053,LG,,,J1772
Seattle,WA,98125,E,Public - Card key at all times,SemaCharge Network,47.7084377,-122.3179225,69063,,,,J1772
Kahului,HI,96732,E,Public,GE WattStation,20.8825305,-156.4918672,72839,,,,J1772
Queensbury,NY,12804,E,Public,ChargePoint Network,43.343524,-73.686323,60527,,,,J1772
Newark,DE,19711,E,Public - Call ahead,,39.689047,-75.740166,46558,P,,,J1772
Anchorage,AK,99501,E,Public,,61.202887,-149.870256,64701,P,,,J1772
Los Angeles,CA,90029,E,Public,Tesla,34.0928847,-118.2912032,74826,P,,,TESLA
Palo Alto,CA,94303,E,Public,ChargePoint Network,37.4454967,-122.13892,64723,,,,NEMA520 J1772
Wallingford,CT,6492,E,Public - Call ahead,,41.467401,-72.817451,44457,P,,,J1772
Phoenix,AZ,85004,E,Public,Blink Network,33.447637,-112.066308,66567,,,,J1772
Houston,TX,77024,E,Private,Blink Network,29.782602,-95.44062,41285,,,,J1772
Vienna,VA,22182,E,Public,ChargePoint Network,38.9334297,-77.2649689,41298,,,,NEMA520 J1772
Los Angeles,CA,90067,E,Public,ChargePoint Network,34.0583989,-118.4190067,74085,,,,J1772
Kansas City,MO,64105,E,Public,ChargePoint Network,39.1059687,-94.588472,71941,,,,J1772
El Paso,TX,79922,E,Public,Blink Network,31.770848,-106.507803,71100,,,,J1772
Crosslake,MN,56442,E,Public,,46.6715019,-94.110957,60299,P,,,NEMA1450
Redwood City,CA,94063,E,Public,ChargePoint Network,37.4875914,-122.2161394,67180,,,,J1772
San Antonio,TX,78233,E,Private,,29.556508,-98.34469,48246,P,,,J1772
Arlington,VA,22202,E,Public - Card key at all times,eVgo Network,38.86311722,-77.0618515,73612,,,,J1772
Effingham,IL,62401,E,Public,Tesla,39.137285,-88.563828,67205,P,,,TESLA
Sacramento,CA,95814,P,PLANNED - not yet accessible (Public),,38.581912,-121.493562,71441,LG,,,J1772
Beverly Hills,CA,90210,E,Public,ChargePoint Network,34.0688965,-118.4032241,45297,,,,NEMA520 J1772
El Dorado Hills,CA,95762,E,Public,,38.6476,-121.067,25523,P,,,J1772
Windsor,CA,95492,E,Public,ChargePoint Network,38.5494514,-122.8140376,51731,,,,NEMA520 J1772
Atlanta,GA,30327,E,Public,Blink Network,33.912815,-84.423484,64065,,,,J1772
Santa Clarita,CA,91321,E,Public,ChargePoint Network,34.39217,-118.4688187,42277,,,,NEMA520 J1772
La Quinta,CA,92253,E,Public,ChargePoint Network,33.7070547,-116.2838016,61076,,,,CHADEMO
West Palm Beach,FL,33406,E,Private,,26.6775722,-80.1002651,48052,T,,,J1772
Asheville,NC,28806,E,Public - Card key at all times,eVgo Network,35.52913284,-82.60344696,73924,,,,J1772COMBO
Carol Stream,IL,60188,E,Public,ChargePoint Network,41.9280054,-88.1218468,53088,,,,J1772
Visalia,CA,93291,E,Public,ChargePoint Network,36.3481784,-119.3694453,71131,,,,J1772
Tacoma,WA,98407,E,Public,ChargePoint Network,47.2747462,-122.4660591,42658,,,,NEMA520 J1772
Evanston,IL,60201,E,Public,ChargePoint Network,42.0472788,-87.6831544,66736,,,,J1772
Albany,NY,12203,E,Public,ChargePoint Network,42.6821987,-73.8481987,61924,,,,J1772
Fullerton,CA,92832,E,Private,,33.87015,-117.938,48963,P,,,J1772
Layton,UT,84041,E,Public - Card key at all times,SemaCharge Network,41.089168,-111.98698,58448,,,,J1772
Walnut Creek,CA,94597,E,Public,ChargePoint Network,37.9260242,-122.0521641,58231,,,,J1772
Santa Rosa,CA,95407,E,Public - Call ahead,,38.4018624,-122.7184484,60227,P,,,J1772
Norwalk,CA,90650,E,Public,ChargePoint Network,33.887473,-118.0951275,61071,,,,J1772
Atlanta,GA,30308,E,Public,ChargePoint Network,33.7639602,-84.3796445,69609,,,,CHADEMO
Plano,TX,75093,E,Public,Blink Network,33.01727,-96.797848,49739,,,,J1772
Chicago,IL,60641,E,Private,,41.953683,-87.7396481,46807,P,,,J1772
Paso Robles,CA,93446,E,Public,Tesla,35.5786017,-120.7396344,74806,P,,,TESLA
Salt Lake City,UT,84111,E,Public,,40.7628964,-111.8894042,37656,LG,,,J1772
San Francisco,CA,94104,E,Public,,37.7920393,-122.4043372,21354,LG,,,
Albany,GA,31705,E,Private,,31.57122,-84.125568,46641,P,,,J1772
El Cajon,CA,92019,E,Public,ChargePoint Network,32.7847348,-116.8317585,70039,,,,J1772
Waltham,MA,2451,E,Public,ChargePoint Network,42.405444,-71.2797082,51271,,,,J1772
Savage,MN,55378,E,Public,Greenlots,44.7465606,-93.3545477,68349,P,,,CHADEMO J1772COMBO
Del Mar,CA,92014,E,Public,Blink Network,32.96254201,-117.2678254,48824,,,,J1772
Hutto,TX,78634,E,Public,ChargePoint Network,30.5408459,-97.5634003,50411,,,,J1772
Bal Horbour,FL,33154,E,Public,Tesla,25.8883666,-80.1253416,75041,P,,,TESLA
Lafayette,CO,80026,E,Public,,40.0002509,-105.0991568,47230,P,,,J1772
Waipahu,HI,96797,E,Public,,21.412014,-157.99881,49022,P,,,CHADEMO
Dearborn,MI,48126,E,Private,GE WattStation,42.32792238,-83.21183367,72948,,,,J1772
Arvada,CO,80002,E,Public,ChargePoint Network,39.8014264,-105.0770714,70630,,,,J1772
Stowe,VT,5372,E,Public,Tesla,44.529851,-72.781125,74762,P,,,TESLA
San Jose,CA,95136,E,Public - Call ahead,,37.275144,-121.877656,39935,P,,,J1772 CHADEMO
Titusville,FL,32780,E,Public,Greenlots,28.5499953,-80.852999,68329,P,,,CHADEMO J1772COMBO
Wytheville,VA,24382,E,Public,Tesla,36.9501704,-81.0830372,72625,P,,,TESLA
Indianapolis,IN,46201,E,Public,Tesla,39.702238,-86.07959,65096,P,,,TESLA
West Palm Beach,FL,33407,E,Private,,26.764079,-80.101516,41100,T,,,J1772
Glen Burnie,MD,21061,E,Private,,39.179728,-76.613981,53865,P,,,J1772
Kingston,NY,12401,E,Public,ChargePoint Network,41.9236099,-73.9984964,69195,,,,J1772
Wilson,NC,27893,E,Private,,35.756003,-77.9753,47047,P,,,J1772
Elk Grove,CA,95624,E,Public,,38.4316103,-121.2998363,51210,P,,,J1772
Surprise,AZ,85388,E,Public - Call ahead,,33.6053643,-112.420275,39860,P,,,J1772
Long Beach,CA,90806,E,Public,EV Connect,33.807095,-118.1902102,63170,P,,,J1772
San Diego,CA,92126,E,Public,Blink Network,32.909828,-117.145086,69715,,,,J1772
Sainte Anne de Bellevue,VT,H9X3Y,E,Public - Card key at all times,SemaCharge Network,45.42648873,-73.92853148,74269,,,,J1772
Sacramento,CA,95821,E,Public - Call ahead,,38.6311894,-121.396736,39929,P,,,J1772 CHADEMO
Minneapolis,MN,55455,E,Public,ChargePoint Network,44.969657,-93.243196,67091,,,,J1772
Redmond,WA,98052,E,Public,ChargePoint Network,47.6743736,-122.1271667,39790,,,,NEMA520 J1772
Locust Grove,GA,30248,E,Public,ChargePoint Network,33.3483423,-84.1223333,67658,,,,J1772
Santa Clara,CA,95054,E,Public - Card key at all times,eVgo Network,37.40016556,-121.9708328,73726,,,,J1772
Renton,WA,98056,E,Private,,47.4838573,-122.1717172,43795,LG,,,J1772
Latham,NY,12110,E,Private,,42.7682461,-73.7550889,70461,P,,,J1772
Hollister,CA,95023,E,Public,ChargePoint Network,36.8906402,-121.399023,50732,,,,J1772
Bellingham,WA,98226,E,Public,ChargePoint Network,48.7704459,-122.4470965,51903,,,,J1772
St. Michael,MN,55376,E,Public,,45.217558,-93.598394,42393,P,,,NEMA520
Burbank,CA,91505,E,Public,ChargePoint Network,34.191042,-118.349862,70033,,,,J1772
Philadelphia,PA,19147,P,PLANNED - not yet accessible (Public),,39.9547073,-75.1721053,63894,SG,,,CHADEMO
Sheboygan,WI,53083,E,Public,,43.7738853,-87.7326999,42418,P,,,NEMA520
Davis,CA,95616,E,Public,ChargePoint Network,38.5372807,-121.7509437,43463,,,,NEMA520 J1772
Lincolnton,NC,28092,E,Public,,35.478086,-81.221634,65509,P,,,J1772
Springfield,OR,97477,E,Public,Blink Network,44.045409,-123.023556,49188,,,,J1772
Commerce,CA,90040,P,PLANNED - not yet accessible (Private),,33.9787135,-118.1333422,70008,SG,,,J1772
Phoenix,AZ,85042,E,Public,Blink Network,33.382744,-112.03444,47492,,,,J1772
Renton,WA,98055,E,Public,ChargePoint Network,47.4424335,-122.2143069,43303,,,,J1772
San Diego,CA,92111,E,Public - Card key at all times,SemaCharge Network,32.8452813,-117.1738757,73161,,,,J1772
Los Angeles,CA,90013,E,Public,ChargePoint Network,34.0518715,-118.252204,72410,,,,J1772
San Francisco,CA,94158,E,Private,Blink Network,37.767288,-122.3947369,53536,,,,CHADEMO J1772
Fresno,CA,93710,E,Private,,36.818514,-119.789471,48184,P,,,J1772
Dallas,TX,75201,E,Public,Tesla,32.7871493,-96.7950544,68502,P,,,TESLA
Chandler,AZ,85248,E,Private,GE WattStation,33.24563474,-111.8826427,72884,,,,J1772
Richmond,VA,23230,E,Public,,37.578536,-77.48754,40255,P,,,J1772
El Paso,TX,79936,E,Public - Call ahead,,31.724949,-106.300771,39721,P,,,J1772
Goleta,CA,93110,E,Public,ChargePoint Network,34.4425083,-119.7812613,70029,,,,J1772
Washington,DC,20036,E,Public,ChargePoint Network,38.9032437,-77.0414326,56101,,,,J1772
New Harmony,UT,84757,E,Public,,37.4534228,-113.2253413,66459,FG,16,Department of the Interior,J1772
Abilene,TX,79606,E,Public - Call ahead,,32.408654,-99.771637,39708,P,,,J1772
College Park,MD,20740,E,Public,SemaCharge Network,38.9980404,-76.9199156,40022,,,,J1772
St. Augustine,FL,32084,E,Public,Tesla,29.887951,-81.311223,68484,P,,,TESLA J1772
Colton,CA,92324,E,Public,Greenlots,34.0488551,-117.3041217,63069,LG,,,J1772
Center Line,MI,48331,E,Private,,42.6205773,-83.0126174,63807,P,,,NEMA520 J1772
Seattle,WA,98134,E,Private,,47.579491,-122.3213575,44162,LG,,,J1772
Ventura,CA,93003,E,Public,ChargePoint Network,34.257538,-119.210301,71352,,,,J1772COMBO
New Brunswick,NJ,8933,E,Private,,40.499537,-74.441643,50851,P,,,J1772
